license plate,brand,model,color,model year
WM708RY,Mini,Paceman,orange,2021
WM721SB,Subaru,XV,brown,2022
WM734TE,Mitsubishi,Outlander,beige,2023
WM747UH,Tesla,Model X,purple,2024
WM760VK,Fiat,Punto,red,2005
WM773WN,Volkswagen,Golf,blue,2006
WM786XR,Toyota,Yaris,white,2007
WM799YU,Ford,Focus,black,2008
WM812ZX,Renault,Clio,grey,2009
WM825AA,Peugeot,208,silver,2010
WM838BD,Opel,Corsa,green,2011
WM851CG,BMW,Serie 1,yellow,2012
WM864DJ,Mercedes,Classe A,orange,2013
WM877EM,Audi,A1,brown,2014
WM890FP,Honda,Civic,beige,2015
WM903GT,Hyundai,i10,purple,2016
WM916HW,Kia,Picanto,red,2017
WM929IZ,Nissan,Micra,blue,2018
WM942JC,Seat,Ibiza,white,2019
WM955KF,Skoda,Fabia,black,2020
WM968LI,Volvo,V40,grey,2021
WM981ML,Mazda,2,silver,2022
WN994NO,Suzuki,Swift,green,2023
WN107OS,Citroen,C3,yellow,2024
WN120PV,Dacia,Sandero,orange,2005
WN133RY,Alfa Romeo,Giulietta,brown,2006
WN146SB,Lancia,Ypsilon,beige,2007
WN159TE,Jeep,Renegade,purple,2008
WN172UH,Mini,Cooper,red,2009
WN185VK,Subaru,Impreza,blue,2010
WN198WN,Mitsubishi,Colt,white,2011
WN211XR,Tesla,Model 3,black,2012
WN224YU,Fiat,500,grey,2013
WN237ZX,Volkswagen,Polo,silver,2014
WN250AA,Toyota,Corolla,green,2015
WN263BD,Ford,Fiesta,yellow,2016
WN276CG,Renault,Megane,orange,2017
WN289DJ,Peugeot,308,brown,2018
WN302EM,Opel,Astra,beige,2019
WN315FP,BMW,Serie 3,purple,2020
WN328GT,Mercedes,Classe B,red,2021
WN341HW,Audi,A3,blue,2022
WN354IZ,Honda,Jazz,white,2023
WN367JC,Hyundai,i20,black,2024
WN380KF,Kia,Stonic,grey,2005
WN393LI,Nissan,Juke,silver,2006
WN406ML,Seat,Arona,green,2007
WN419NO,Skoda,Scala,yellow,2008
WO432OS,Volvo,XC40,orange,2009
WO445PV,Mazda,3,brown,2010
WO458RY,Suzuki,Vitara,beige,2011
WO471SB,Citroen,C4,purple,2012
WO484TE,Dacia,Duster,red,2013
WO497UH,Alfa Romeo,Giulia,blue,2014
WO510VK,Lancia,Ypsilon,white,2015
WO523WN,Jeep,Compass,black,2016
WO536XR,Mini,Countryman,grey,2017
WO549YU,Subaru,Forester,silver,2018
WO562ZX,Mitsubishi,ASX,green,2019
WO575AA,Tesla,Model Y,yellow,2020
WO588BD,Fiat,Panda,orange,2021
WO601CG,Volkswagen,Passat,brown,2022
WO614DJ,Toyota,Auris,beige,2023
WO627EM,Ford,Kuga,purple,2024
WO640FP,Renault,Captur,red,2005
WO653GT,Peugeot,2008,blue,2006
WO666HW,Opel,Mokka,white,2007
WO679IZ,BMW,Serie 5,black,2008
WO692JC,Mercedes,Classe C,grey,2009
WO705KF,Audi,A4,silver,2010
WO718LI,Honda,HR-V,green,2011
WO731ML,Hyundai,i30,yellow,2012
WO744NO,Kia,Ceed,orange,2013
WO757OS,Nissan,Qashqai,brown,2014
WP770PV,Seat,Leon,beige,2015
WP783RY,Skoda,Octavia,purple,2016
WP796SB,Volvo,V60,red,2017
WP809TE,Mazda,CX-3,blue,2018
WP822UH,Suzuki,Ignis,white,2019
WP835VK,Citroen,C5 Aircross,black,2020
WP848WN,Dacia,Logan,grey,2021
WP861XR,Alfa Romeo,Stelvio,silver,2022
WP874YU,Lancia,Ypsilon,green,2023
WP887ZX,Jeep,Cherokee,yellow,2024
WP900AA,Mini,Clubman,orange,2005
WP913BD,Subaru,Outback,brown,2006
WP926CG,Mitsubishi,Eclipse Cross,beige,2007
WP939DJ,Tesla,Model S,purple,2008
WP952EM,Fiat,Tipo,red,2009
WP965FP,Volkswagen,Tiguan,blue,2010
WP978GT,Toyota,RAV4,white,2011
WP991HW,Ford,Puma,black,2012
WP104IZ,Renault,Kadjar,grey,2013
WP117JC,Peugeot,3008,silver,2014
WP130KF,Opel,Crossland,green,2015
WP143LI,BMW,X1,yellow,2016
WP156ML,Mercedes,GLA,orange,2017
WP169NO,Audi,Q3,brown,2018
WP182OS,Honda,CR-V,beige,2019
WP195PV,Hyundai,Tucson,purple,2020
WR208RY,Kia,Sportage,red,2021
WR221SB,Nissan,Leaf,blue,2022
WR234TE,Seat,Ateca,white,2023
WR247UH,Skoda,Karoq,black,2024
WR260VK,Volvo,XC60,grey,2005
WR273WN,Mazda,CX-5,silver,2006
WR286XR,Suzuki,Baleno,green,2007
WR299YU,Citroen,Berlingo,yellow,2008
WR312ZX,Dacia,Spring,orange,2009
WR325AA,Alfa Romeo,Tonale,brown,2010
WR338BD,Lancia,Ypsilon,beige,2011
WR351CG,Jeep,Wrangler,purple,2012
WR364DJ,Mini,Paceman,red,2013
WR377EM,Subaru,XV,blue,2014
WR390FP,Mitsubishi,Outlander,white,2015
WR403GT,Tesla,Model X,black,2016
WR416HW,Fiat,Punto,grey,2017
WR429IZ,Volkswagen,Golf,silver,2018
WR442JC,Toyota,Yaris,green,2019
WR455KF,Ford,Focus,yellow,2020
WR468LI,Renault,Clio,orange,2021
WR481ML,Peugeot,208,brown,2022
WR494NO,Opel,Corsa,beige,2023
WR507OS,BMW,Serie 1,purple,2024
WR520PV,Mercedes,Classe A,red,2005
WR533RY,Audi,A1,blue,2006
WS546SB,Honda,Civic,white,2007
WS559TE,Hyundai,i10,black,2008
WS572UH,Kia,Picanto,grey,2009
WS585VK,Nissan,Micra,silver,2010
WS598WN,Seat,Ibiza,green,2011
WS611XR,Skoda,Fabia,yellow,2012
WS624YU,Volvo,V40,orange,2013
WS637ZX,Mazda,2,brown,2014
WS650AA,Suzuki,Swift,beige,2015
WS663BD,Citroen,C3,purple,2016
WS676CG,Dacia,Sandero,red,2017
WS689DJ,Alfa Romeo,Giulietta,blue,2018
WS702EM,Lancia,Ypsilon,white,2019
WS715FP,Jeep,Renegade,black,2020
WS728GT,Mini,Cooper,grey,2021
WS741HW,Subaru,Impreza,silver,2022
WS754IZ,Mitsubishi,Colt,green,2023
WS767JC,Tesla,Model 3,yellow,2024
WS780KF,Fiat,500,orange,2005
WS793LI,Volkswagen,Polo,brown,2006
WS806ML,Toyota,Corolla,beige,2007
WS819NO,Ford,Fiesta,purple,2008
WS832OS,Renault,Megane,red,2009
WS845PV,Peugeot,308,blue,2010
WS858RY,Opel,Astra,white,2011
WS871SB,BMW,Serie 3,black,2012
WT884TE,Mercedes,Classe B,grey,2013
WT897UH,Audi,A3,silver,2014
WT910VK,Honda,Jazz,green,2015
WT923WN,Hyundai,i20,yellow,2016
WT936XR,Kia,Stonic,orange,2017
WT949YU,Nissan,Juke,brown,2018
WT962ZX,Seat,Arona,beige,2019
WT975AA,Skoda,Scala,purple,2020
WT988BD,Volvo,XC40,red,2021
WT101CG,Mazda,3,blue,2022
WT114DJ,Suzuki,Vitara,white,2023
WT127EM,Citroen,C4,black,2024
WT140FP,Dacia,Duster,grey,2005
WT153GT,Alfa Romeo,Giulia,silver,2006
WT166HW,Lancia,Ypsilon,green,2007
WT179IZ,Jeep,Compass,yellow,2008
WT192JC,Mini,Countryman,orange,2009
WT205KF,Subaru,Forester,brown,2010
WT218LI,Mitsubishi,ASX,beige,2011
WT231ML,Tesla,Model Y,purple,2012
WT244NO,Fiat,Panda,red,2013
WT257OS,Volkswagen,Passat,blue,2014
WT270PV,Toyota,Auris,white,2015
WT283RY,Ford,Kuga,black,2016
WT296SB,Renault,Captur,grey,2017
WT309TE,Peugeot,2008,silver,2018
WU322UH,Opel,Mokka,green,2019
WU335VK,BMW,Serie 5,yellow,2020
WU348WN,Mercedes,Classe C,orange,2021
WU361XR,Audi,A4,brown,2022
WU374YU,Honda,HR-V,beige,2023
WU387ZX,Hyundai,i30,purple,2024
WU400AA,Kia,Ceed,red,2005
WU413BD,Nissan,Qashqai,blue,2006
WU426CG,Seat,Leon,white,2007
WU439DJ,Skoda,Octavia,black,2008
WU452EM,Volvo,V60,grey,2009
WU465FP,Mazda,CX-3,silver,2010
WU478GT,Suzuki,Ignis,green,2011
WU491HW,Citroen,C5 Aircross,yellow,2012
WU504IZ,Dacia,Logan,orange,2013
WU517JC,Alfa Romeo,Stelvio,brown,2014
WU530KF,Lancia,Ypsilon,beige,2015
WU543LI,Jeep,Cherokee,purple,2016
WU556ML,Mini,Clubman,red,2017
WU569NO,Subaru,Outback,blue,2018
WU582OS,Mitsubishi,Eclipse Cross,white,2019
WU595PV,Tesla,Model S,black,2020
WU608RY,Fiat,Tipo,grey,2021
WU621SB,Volkswagen,Tiguan,silver,2022
WU634TE,Toyota,RAV4,green,2023
WU647UH,Ford,Puma,yellow,2024
WV660VK,Renault,Kadjar,orange,2005
WV673WN,Peugeot,3008,brown,2006
WV686XR,Opel,Crossland,beige,2007
WV699YU,BMW,X1,purple,2008
WV712ZX,Mercedes,GLA,red,2009
WV725AA,Audi,Q3,blue,2010
WV738BD,Honda,CR-V,white,2011
WV751CG,Hyundai,Tucson,black,2012
WV764DJ,Kia,Sportage,grey,2013
WV777EM,Nissan,Leaf,silver,2014
WV790FP,Seat,Ateca,green,2015
WV803GT,Skoda,Karoq,yellow,2016
WV816HW,Volvo,XC60,orange,2017
WV829IZ,Mazda,CX-5,brown,2018
WV842JC,Suzuki,Baleno,beige,2019
WV855KF,Citroen,Berlingo,purple,2020
WV868LI,Dacia,Spring,red,2021
WV881ML,Alfa Romeo,Tonale,blue,2022
WV894NO,Lancia,Ypsilon,white,2023
WV907OS,Jeep,Wrangler,black,2024
WV920PV,Mini,Paceman,grey,2005
WV933RY,Subaru,XV,silver,2006
WV946SB,Mitsubishi,Outlander,green,2007
WV959TE,Tesla,Model X,yellow,2008
WV972UH,Fiat,Punto,orange,2009
WV985VK,Volkswagen,Golf,brown,2010
WW998WN,Toyota,Yaris,beige,2011
WW111XR,Ford,Focus,purple,2012
WW124YU,Renault,Clio,red,2013
WW137ZX,Peugeot,208,blue,2014
WW150AA,Opel,Corsa,white,2015
WW163BD,BMW,Serie 1,black,2016
WW176CG,Mercedes,Classe A,grey,2017
WW189DJ,Audi,A1,silver,2018
WW202EM,Honda,Civic,green,2019
WW215FP,Hyundai,i10,yellow,2020
WW228GT,Kia,Picanto,orange,2021
WW241HW,Nissan,Micra,brown,2022
WW254IZ,Seat,Ibiza,beige,2023
WW267JC,Skoda,Fabia,purple,2024
WW280KF,Volvo,V40,red,2005
WW293LI,Mazda,2,blue,2006
WW306ML,Suzuki,Swift,white,2007
WW319NO,Citroen,C3,black,2008
WW332OS,Dacia,Sandero,grey,2009
WW345PV,Alfa Romeo,Giulietta,silver,2010
WW358RY,Lancia,Ypsilon,green,2011
WW371SB,Jeep,Renegade,yellow,2012
WW384TE,Mini,Cooper,orange,2013
WW397UH,Subaru,Impreza,brown,2014
WW410VK,Mitsubishi,Colt,beige,2015
WW423WN,Tesla,Model 3,purple,2016
XX436XR,Fiat,500,red,2017
XX449YU,Volkswagen,Polo,blue,2018
XX462ZX,Toyota,Corolla,white,2019
XX475AA,Ford,Fiesta,black,2020
XX488BD,Renault,Megane,grey,2021
XX501CG,Peugeot,308,silver,2022
XX514DJ,Opel,Astra,green,2023
XX527EM,BMW,Serie 3,yellow,2024
XX540FP,Mercedes,Classe B,orange,2005
XX553GT,Audi,A3,brown,2006
XX566HW,Honda,Jazz,beige,2007
XX579IZ,Hyundai,i20,purple,2008
XX592JC,Kia,Stonic,red,2009
XX605KF,Nissan,Juke,blue,2010
XX618LI,Seat,Arona,white,2011
XX631ML,Skoda,Scala,black,2012
XX644NO,Volvo,XC40,grey,2013
XX657OS,Mazda,3,silver,2014
XX670PV,Suzuki,Vitara,green,2015
XX683RY,Citroen,C4,yellow,2016
XX696SB,Dacia,Duster,orange,2017
XX709TE,Alfa Romeo,Giulia,brown,2018
XX722UH,Lancia,Ypsilon,beige,2019
XX735VK,Jeep,Compass,purple,2020
XX748WN,Mini,Countryman,red,2021
XX761XR,Subaru,Forester,blue,2022
XY774YU,Mitsubishi,ASX,white,2023
XY787ZX,Tesla,Model Y,black,2024
XY800AA,Fiat,Panda,grey,2005
XY813BD,Volkswagen,Passat,silver,2006
XY826CG,Toyota,Auris,green,2007
XY839DJ,Ford,Kuga,yellow,2008
XY852EM,Renault,Captur,orange,2009
XY865FP,Peugeot,2008,brown,2010
XY878GT,Opel,Mokka,beige,2011
XY891HW,BMW,Serie 5,purple,2012
XY904IZ,Mercedes,Classe C,red,2013
XY917JC,Audi,A4,blue,2014
XY930KF,Honda,HR-V,white,2015
XY943LI,Hyundai,i30,black,2016
XY956ML,Kia,Ceed,grey,2017
XY969NO,Nissan,Qashqai,silver,2018
XY982OS,Seat,Leon,green,2019
XY995PV,Skoda,Octavia,yellow,2020
XY108RY,Volvo,V60,orange,2021
XY121SB,Mazda,CX-3,brown,2022
XY134TE,Suzuki,Ignis,beige,2023
XY147UH,Citroen,C5 Aircross,purple,2024
XY160VK,Dacia,Logan,red,2005
XY173WN,Alfa Romeo,Stelvio,blue,2006
XY186XR,Lancia,Ypsilon,white,2007
XY199YU,Jeep,Cherokee,black,2008
XZ212ZX,Mini,Clubman,grey,2009
XZ225AA,Subaru,Outback,silver,2010
XZ238BD,Mitsubishi,Eclipse Cross,green,2011
XZ251CG,Tesla,Model S,yellow,2012
XZ264DJ,Fiat,Tipo,orange,2013
XZ277EM,Volkswagen,Tiguan,brown,2014
XZ290FP,Toyota,RAV4,beige,2015
XZ303GT,Ford,Puma,purple,2016
XZ316HW,Renault,Kadjar,red,2017
XZ329IZ,Peugeot,3008,blue,2018
XZ342JC,Opel,Crossland,white,2019
XZ355KF,BMW,X1,black,2020
XZ368LI,Mercedes,GLA,grey,2021
XZ381ML,Audi,Q3,silver,2022
XZ394NO,Honda,CR-V,green,2023
XZ407OS,Hyundai,Tucson,yellow,2024
XZ420PV,Kia,Sportage,orange,2005
XZ433RY,Nissan,Leaf,brown,2006
XZ446SB,Seat,Ateca,beige,2007
XZ459TE,Skoda,Karoq,purple,2008
XZ472UH,Volvo,XC60,red,2009
XZ485VK,Mazda,CX-5,blue,2010
XZ498WN,Suzuki,Baleno,white,2011
XZ511XR,Citroen,Berlingo,black,2012
XZ524YU,Dacia,Spring,grey,2013
XZ537ZX,Alfa Romeo,Tonale,silver,2014
XA550AA,Lancia,Ypsilon,green,2015
XA563BD,Jeep,Wrangler,yellow,2016
XA576CG,Mini,Paceman,orange,2017
XA589DJ,Subaru,XV,brown,2018
XA602EM,Mitsubishi,Outlander,beige,2019
XA615FP,Tesla,Model X,purple,2020
XA628GT,Fiat,Punto,red,2021
XA641HW,Volkswagen,Golf,blue,2022
XA654IZ,Toyota,Yaris,white,2023
XA667JC,Ford,Focus,black,2024
XA680KF,Renault,Clio,grey,2005
XA693LI,Peugeot,208,silver,2006
XA706ML,Opel,Corsa,green,2007
XA719NO,BMW,Serie 1,yellow,2008
XA732OS,Mercedes,Classe A,orange,2009
XA745PV,Audi,A1,brown,2010
XA758RY,Honda,Civic,beige,2011
XA771SB,Hyundai,i10,purple,2012
XA784TE,Kia,Picanto,red,2013
XA797UH,Nissan,Micra,blue,2014
XA810VK,Seat,Ibiza,white,2015
XA823WN,Skoda,Fabia,black,2016
XA836XR,Volvo,V40,grey,2017
XA849YU,Mazda,2,silver,2018
XA862ZX,Suzuki,Swift,green,2019
XA875AA,Citroen,C3,yellow,2020
XB888BD,Dacia,Sandero,orange,2021
XB901CG,Alfa Romeo,Giulietta,brown,2022
XB914DJ,Lancia,Ypsilon,beige,2023
XB927EM,Jeep,Renegade,purple,2024
XB940FP,Mini,Cooper,red,2005
XB953GT,Subaru,Impreza,blue,2006
XB966HW,Mitsubishi,Colt,white,2007
XB979IZ,Tesla,Model 3,black,2008
XB992JC,Fiat,500,grey,2009
XB105KF,Volkswagen,Polo,silver,2010
XB118LI,Toyota,Corolla,green,2011
XB131ML,Ford,Fiesta,yellow,2012
XB144NO,Renault,Megane,orange,2013
XB157OS,Peugeot,308,brown,2014
XB170PV,Opel,Astra,beige,2015
XB183RY,BMW,Serie 3,purple,2016
XB196SB,Mercedes,Classe B,red,2017
XB209TE,Audi,A3,blue,2018
XB222UH,Honda,Jazz,white,2019
XB235VK,Hyundai,i20,black,2020
XB248WN,Kia,Stonic,grey,2021
XB261XR,Nissan,Juke,silver,2022
XB274YU,Seat,Arona,green,2023
XB287ZX,Skoda,Scala,yellow,2024
XB300AA,Volvo,XC40,orange,2005
XB313BD,Mazda,3,brown,2006
XC326CG,Suzuki,Vitara,beige,2007
XC339DJ,Citroen,C4,purple,2008
XC352EM,Dacia,Duster,red,2009
XC365FP,Alfa Romeo,Giulia,blue,2010
XC378GT,Lancia,Ypsilon,white,2011
XC391HW,Jeep,Compass,black,2012
XC404IZ,Mini,Countryman,grey,2013
XC417JC,Subaru,Forester,silver,2014
XC430KF,Mitsubishi,ASX,green,2015
XC443LI,Tesla,Model Y,yellow,2016
XC456ML,Fiat,Panda,orange,2017
XC469NO,Volkswagen,Passat,brown,2018
XC482OS,Toyota,Auris,beige,2019
XC495PV,Ford,Kuga,purple,2020
XC508RY,Renault,Captur,red,2021
XC521SB,Peugeot,2008,blue,2022
XC534TE,Opel,Mokka,white,2023
XC547UH,BMW,Serie 5,black,2024
XC560VK,Mercedes,Classe C,grey,2005
XC573WN,Audi,A4,silver,2006
XC586XR,Honda,HR-V,green,2007
XC599YU,Hyundai,i30,yellow,2008
XC612ZX,Kia,Ceed,orange,2009
XC625AA,Nissan,Qashqai,brown,2010
XC638BD,Seat,Leon,beige,2011
XC651CG,Skoda,Octavia,purple,2012
XD664DJ,Volvo,V60,red,2013
XD677EM,Mazda,CX-3,blue,2014
XD690FP,Suzuki,Ignis,white,2015
XD703GT,Citroen,C5 Aircross,black,2016
XD716HW,Dacia,Logan,grey,2017
XD729IZ,Alfa Romeo,Stelvio,silver,2018
XD742JC,Lancia,Ypsilon,green,2019
XD755KF,Jeep,Cherokee,yellow,2020
XD768LI,Mini,Clubman,orange,2021
XD781ML,Subaru,Outback,brown,2022
XD794NO,Mitsubishi,Eclipse Cross,beige,2023
XD807OS,Tesla,Model S,purple,2024
XD820PV,Fiat,Tipo,red,2005
XD833RY,Volkswagen,Tiguan,blue,2006
XD846SB,Toyota,RAV4,white,2007
XD859TE,Ford,Puma,black,2008
XD872UH,Renault,Kadjar,grey,2009
XD885VK,Peugeot,3008,silver,2010
XD898WN,Opel,Crossland,green,2011
XD911XR,BMW,X1,yellow,2012
XD924YU,Mercedes,GLA,orange,2013
XD937ZX,Audi,Q3,brown,2014
XD950AA,Honda,CR-V,beige,2015
XD963BD,Hyundai,Tucson,purple,2016
XD976CG,Kia,Sportage,red,2017
XD989DJ,Nissan,Leaf,blue,2018
XE102EM,Seat,Ateca,white,2019
XE115FP,Skoda,Karoq,black,2020
XE128GT,Volvo,XC60,grey,2021
XE141HW,Mazda,CX-5,silver,2022
XE154IZ,Suzuki,Baleno,green,2023
XE167JC,Citroen,Berlingo,yellow,2024
XE180KF,Dacia,Spring,orange,2005
XE193LI,Alfa Romeo,Tonale,brown,2006
XE206ML,Lancia,Ypsilon,beige,2007
XE219NO,Jeep,Wrangler,purple,2008
XE232OS,Mini,Paceman,red,2009
XE245PV,Subaru,XV,blue,2010
XE258RY,Mitsubishi,Outlander,white,2011
XE271SB,Tesla,Model X,black,2012
XE284TE,Fiat,Punto,grey,2013
XE297UH,Volkswagen,Golf,silver,2014
XE310VK,Toyota,Yaris,green,2015
XE323WN,Ford,Focus,yellow,2016
XE336XR,Renault,Clio,orange,2017
XE349YU,Peugeot,208,brown,2018
XE362ZX,Opel,Corsa,beige,2019
XE375AA,BMW,Serie 1,purple,2020
XE388BD,Mercedes,Classe A,red,2021
XE401CG,Audi,A1,blue,2022
XE414DJ,Honda,Civic,white,2023
XE427EM,Hyundai,i10,black,2024
XF440FP,Kia,Picanto,grey,2005
XF453GT,Nissan,Micra,silver,2006
XF466HW,Seat,Ibiza,green,2007
XF479IZ,Skoda,Fabia,yellow,2008
XF492JC,Volvo,V40,orange,2009
XF505KF,Mazda,2,brown,2010
XF518LI,Suzuki,Swift,beige,2011
XF531ML,Citroen,C3,purple,2012
XF544NO,Dacia,Sandero,red,2013
XF557OS,Alfa Romeo,Giulietta,blue,2014
XF570PV,Lancia,Ypsilon,white,2015
XF583RY,Jeep,Renegade,black,2016
XF596SB,Mini,Cooper,grey,2017
XF609TE,Subaru,Impreza,silver,2018
XF622UH,Mitsubishi,Colt,green,2019
XF635VK,Tesla,Model 3,yellow,2020
XF648WN,Fiat,500,orange,2021
XF661XR,Volkswagen,Polo,brown,2022
XF674YU,Toyota,Corolla,beige,2023
XF687ZX,Ford,Fiesta,purple,2024
XF700AA,Renault,Megane,red,2005
XF713BD,Peugeot,308,blue,2006
XF726CG,Opel,Astra,white,2007
XF739DJ,BMW,Serie 3,black,2008
XF752EM,Mercedes,Classe B,grey,2009
XF765FP,Audi,A3,silver,2010
XG778GT,Honda,Jazz,green,2011
XG791HW,Hyundai,i20,yellow,2012
XG804IZ,Kia,Stonic,orange,2013
XG817JC,Nissan,Juke,brown,2014
XG830KF,Seat,Arona,beige,2015
XG843LI,Skoda,Scala,purple,2016
XG856ML,Volvo,XC40,red,2017
XG869NO,Mazda,3,blue,2018
XG882OS,Suzuki,Vitara,white,2019
XG895PV,Citroen,C4,black,2020
XG908RY,Dacia,Duster,grey,2021
XG921SB,Alfa Romeo,Giulia,silver,2022
XG934TE,Lancia,Ypsilon,green,2023
XG947UH,Jeep,Compass,yellow,2024
XG960VK,Mini,Countryman,orange,2005
XG973WN,Subaru,Forester,brown,2006
XG986XR,Mitsubishi,ASX,beige,2007
XG999YU,Tesla,Model Y,purple,2008
XG112ZX,Fiat,Panda,red,2009
XG125AA,Volkswagen,Passat,blue,2010
XG138BD,Toyota,Auris,white,2011
XG151CG,Ford,Kuga,black,2012
XG164DJ,Renault,Captur,grey,2013
XG177EM,Peugeot,2008,silver,2014
XG190FP,Opel,Mokka,green,2015
XG203GT,BMW,Serie 5,yellow,2016
XH216HW,Mercedes,Classe C,orange,2017
XH229IZ,Audi,A4,brown,2018
XH242JC,Honda,HR-V,beige,2019
XH255KF,Hyundai,i30,purple,2020
XH268LI,Kia,Ceed,red,2021
XH281ML,Nissan,Qashqai,blue,2022
XH294NO,Seat,Leon,white,2023
XH307OS,Skoda,Octavia,black,2024
XH320PV,Volvo,V60,grey,2005
XH333RY,Mazda,CX-3,silver,2006
XH346SB,Suzuki,Ignis,green,2007
XH359TE,Citroen,C5 Aircross,yellow,2008
XH372UH,Dacia,Logan,orange,2009
XH385VK,Alfa Romeo,Stelvio,brown,2010
XH398WN,Lancia,Ypsilon,beige,2011
XH411XR,Jeep,Cherokee,purple,2012
XH424YU,Mini,Clubman,red,2013
XH437ZX,Subaru,Outback,blue,2014
XH450AA,Mitsubishi,Eclipse Cross,white,2015
XH463BD,Tesla,Model S,black,2016
XH476CG,Fiat,Tipo,grey,2017
XH489DJ,Volkswagen,Tiguan,silver,2018
XH502EM,Toyota,RAV4,green,2019
XH515FP,Ford,Puma,yellow,2020
XH528GT,Renault,Kadjar,orange,2021
XH541HW,Peugeot,3008,brown,2022
XI554IZ,Opel,Crossland,beige,2023
XI567JC,BMW,X1,purple,2024
XI580KF,Mercedes,GLA,red,2005
XI593LI,Audi,Q3,blue,2006
XI606ML,Honda,CR-V,white,2007
XI619NO,Hyundai,Tucson,black,2008
XI632OS,Kia,Sportage,grey,2009
XI645PV,Nissan,Leaf,silver,2010
XI658RY,Seat,Ateca,green,2011
XI671SB,Skoda,Karoq,yellow,2012
XI684TE,Volvo,XC60,orange,2013
XI697UH,Mazda,CX-5,brown,2014
XI710VK,Suzuki,Baleno,beige,2015
XI723WN,Citroen,Berlingo,purple,2016
XI736XR,Dacia,Spring,red,2017
XI749YU,Alfa Romeo,Tonale,blue,2018
XI762ZX,Lancia,Ypsilon,white,2019
XI775AA,Jeep,Wrangler,black,2020
XI788BD,Mini,Paceman,grey,2021
XI801CG,Subaru,XV,silver,2022
XI814DJ,Mitsubishi,Outlander,green,2023
XI827EM,Tesla,Model X,yellow,2024
XI840FP,Fiat,Punto,orange,2005
XI853GT,Volkswagen,Golf,brown,2006
XI866HW,Toyota,Yaris,beige,2007
XI879IZ,Ford,Focus,purple,2008
XJ892JC,Renault,Clio,red,2009
XJ905KF,Peugeot,208,blue,2010
XJ918LI,Opel,Corsa,white,2011
XJ931ML,BMW,Serie 1,black,2012
XJ944NO,Mercedes,Classe A,grey,2013
XJ957OS,Audi,A1,silver,2014
XJ970PV,Honda,Civic,green,2015
XJ983RY,Hyundai,i10,yellow,2016
XJ996SB,Kia,Picanto,orange,2017
XJ109TE,Nissan,Micra,brown,2018
XJ122UH,Seat,Ibiza,beige,2019
XJ135VK,Skoda,Fabia,purple,2020
XJ148WN,Volvo,V40,red,2021
XJ161XR,Mazda,2,blue,2022
XJ174YU,Suzuki,Swift,white,2023
XJ187ZX,Citroen,C3,black,2024
XJ200AA,Dacia,Sandero,grey,2005
XJ213BD,Alfa Romeo,Giulietta,silver,2006
XJ226CG,Lancia,Ypsilon,green,2007
XJ239DJ,Jeep,Renegade,yellow,2008
XJ252EM,Mini,Cooper,orange,2009
XJ265FP,Subaru,Impreza,brown,2010
XJ278GT,Mitsubishi,Colt,beige,2011
XJ291HW,Tesla,Model 3,purple,2012
XJ304IZ,Fiat,500,red,2013
XJ317JC,Volkswagen,Polo,blue,2014
XK330KF,Toyota,Corolla,white,2015
XK343LI,Ford,Fiesta,black,2016
XK356ML,Renault,Megane,grey,2017
XK369NO,Peugeot,308,silver,2018
XK382OS,Opel,Astra,green,2019
XK395PV,BMW,Serie 3,yellow,2020
XK408RY,Mercedes,Classe B,orange,2021
XK421SB,Audi,A3,brown,2022
XK434TE,Honda,Jazz,beige,2023
XK447UH,Hyundai,i20,purple,2024
XK460VK,Kia,Stonic,red,2005
XK473WN,Nissan,Juke,blue,2006
XK486XR,Seat,Arona,white,2007
XK499YU,Skoda,Scala,black,2008
XK512ZX,Volvo,XC40,grey,2009
XK525AA,Mazda,3,silver,2010
XK538BD,Suzuki,Vitara,green,2011
XK551CG,Citroen,C4,yellow,2012
XK564DJ,Dacia,Duster,orange,2013
XK577EM,Alfa Romeo,Giulia,brown,2014
XK590FP,Lancia,Ypsilon,beige,2015
XK603GT,Jeep,Compass,purple,2016
XK616HW,Mini,Countryman,red,2017
XK629IZ,Subaru,Forester,blue,2018
XK642JC,Mitsubishi,ASX,white,2019
XK655KF,Tesla,Model Y,black,2020
XL668LI,Fiat,Panda,grey,2021
XL681ML,Volkswagen,Passat,silver,2022
XL694NO,Toyota,Auris,green,2023
XL707OS,Ford,Kuga,yellow,2024
XL720PV,Renault,Captur,orange,2005
XL733RY,Peugeot,2008,brown,2006
XL746SB,Opel,Mokka,beige,2007
XL759TE,BMW,Serie 5,purple,2008
XL772UH,Mercedes,Classe C,red,2009
XL785VK,Audi,A4,blue,2010
XL798WN,Honda,HR-V,white,2011
XL811XR,Hyundai,i30,black,2012
XL824YU,Kia,Ceed,grey,2013
XL837ZX,Nissan,Qashqai,silver,2014
XL850AA,Seat,Leon,green,2015
XL863BD,Skoda,Octavia,yellow,2016
XL876CG,Volvo,V60,orange,2017
XL889DJ,Mazda,CX-3,brown,2018
XL902EM,Suzuki,Ignis,beige,2019
XL915FP,Citroen,C5 Aircross,purple,2020
XL928GT,Dacia,Logan,red,2021
XL941HW,Alfa Romeo,Stelvio,blue,2022
XL954IZ,Lancia,Ypsilon,white,2023
XL967JC,Jeep,Cherokee,black,2024
XL980KF,Mini,Clubman,grey,2005
XL993LI,Subaru,Outback,silver,2006
